Date,ML_Ensemble_Pred,xgboost_forecast,lightgbm_forecast
1441065600000000000,8742.326770949312,8776.943,8707.710182523622
1443657600000000000,8742.326770949312,8776.943,8707.710182523622
1446336000000000000,8742.326770949312,8776.943,8707.710182523622
1448928000000000000,8742.326770949312,8776.943,8707.710182523622
1451606400000000000,8742.326770949312,8776.943,8707.710182523622
1454284800000000000,8742.326770949312,8776.943,8707.710182523622
